"id","serial_number","card_name","rarity_id","set_id"
788,"102/165","Corsola",1,NULL
789,"103/165","Cubone",1,NULL
790,"104/165","Cyndaquil",1,NULL
791,"105/165","Cyndaquil",1,NULL
792,"106/165","Diglett",1,NULL
793,"107/165","Dratini",1,NULL
794,"108/165","Ekans",1,NULL
795,"109/165","Gastly",1,NULL
796,"110/165","Geodude",1,NULL
797,"111/165","Goldeen",1,NULL
798,"112/165","Hoppip",1,NULL
799,"113/165","Houndour",1,NULL
800,"114/165","Koffing",1,NULL
801,"115/165","Krabby",1,NULL
802,"116/165","Larvitar",1,NULL
803,"117/165","Machop",1,NULL
804,"118/165","Magikarp",1,NULL
805,"119/165","Mareep",1,NULL
806,"120/165","Marill",1,NULL
807,"121/165","Meowth",1,NULL
808,"122/165","Oddish",1,NULL
809,"123/165","Pidgey",1,NULL
810,"124/165","Pikachu",1,NULL
811,"125/165","Poliwag",1,NULL
812,"126/165","Ponyta",1,NULL
813,"127/165","Qwilfish",1,NULL
814,"128/165","Rattata",1,NULL
815,"129/165","Shellder",1,NULL
816,"130/165","Spearow",1,NULL
817,"131/165","Squirtle",1,NULL
818,"132/165","Squirtle",1,NULL
819,"133/165","Tauros",1,NULL
820,"134/165","Totodile",1,NULL
821,"135/165","Totodile",1,NULL
822,"136/165","Vulpix",1,NULL
823,"137/165","Bill's Maintenance",2,NULL
824,"138/165","Copycat",2,NULL
825,"139/165","Dual Ball",2,NULL
826,"140/165","Energy Removal 2",2,NULL
827,"141/165","Energy Restore",2,NULL
828,"142/165","Mary's Impulse",2,NULL
829,"143/165","Master Ball",2,NULL
830,"144/165","Multi Technical Machine 01",2,NULL
831,"145/165","Pokémon Nurse",2,NULL
832,"146/165","Pokémon Reversal",2,NULL
833,"147/165","Power Charge",2,NULL
834,"148/165","Professor Elm's Training Method",2,NULL
835,"149/165","Professor Oak's Research",2,NULL
836,"150/165","Strength Charm",2,NULL
837,"151/165","Super Scoop Up",2,NULL
838,"152/165","Warp Point",2,NULL
839,"153/165","Energy Search",1,NULL
840,"154/165","Full Heal",1,NULL
841,"155/165","Moo-Moo Milk",1,NULL
842,"156/165","Potion",1,NULL
843,"157/165","Switch",1,NULL
844,"158/165","Darkness Energy",3,NULL
845,"159/165","Metal Energy",3,NULL
846,"160/165","Fighting Energy",NULL,NULL
847,"161/165","Fire Energy",NULL,NULL
848,"162/165","Grass Energy",NULL,NULL
849,"163/165","Lightning Energy",NULL,NULL
850,"164/165","Psychic Energy",NULL,NULL
851,"165/165","Water Energy",NULL,NULL
852,"1/109","Azumarill",4,NULL
853,"2/109","Dark Ampharos",4,NULL
854,"3/109","Dark Crobat",4,NULL
855,"4/109","Dark Electrode",4,NULL
856,"5/109","Dark Houndoom",4,NULL
857,"6/109","Dark Hypno",4,NULL
858,"7/109","Dark Marowak",4,NULL
859,"8/109","Dark Octillery",4,NULL
860,"9/109","Dark Slowking",4,NULL
861,"10/109","Dark Steelix",4,NULL
862,"11/109","Jumpluff",4,NULL
863,"12/109","Kingdra",4,NULL
864,"13/109","Piloswine",4,NULL
865,"14/109","Togetic",4,NULL
866,"15/109","Dark Dragonite",3,NULL
867,"16/109","Dark Muk",3,NULL
868,"17/109","Dark Raticate",3,NULL
869,"18/109","Dark Sandslash",3,NULL
870,"19/109","Dark Tyranitar",3,NULL
871,"20/109","Dark Tyranitar",3,NULL
872,"21/109","Delibird",3,NULL
873,"22/109","Furret",3,NULL
874,"23/109","Ledian",3,NULL
875,"24/109","Magby",3,NULL
876,"25/109","Misdreavus",3,NULL
877,"26/109","Quagsire",3,NULL
878,"27/109","Qwilfish",3,NULL
879,"28/109","Yanma",3,NULL
880,"29/109","Dark Arbok",2,NULL
881,"30/109","Dark Ariados",2,NULL
882,"31/109","Dark Dragonair",2,NULL
883,"32/109","Dark Dragonair",2,NULL
884,"33/109","Dark Flaaffy",2,NULL
885,"34/109","Dark Golbat",2,NULL
886,"35/109","Dark Golduck",2,NULL
887,"36/109","Dark Gyarados",2,NULL
888,"37/109","Dark Houndoom",2,NULL
889,"38/109","Dark Magcargo",2,NULL
890,"39/109","Dark Magneton",2,NULL
891,"40/109","Dark Pupitar",2,NULL
892,"41/109","Dark Pupitar",2,NULL
893,"42/109","Dark Weezing",2,NULL
894,"43/109","Heracross",2,NULL
895,"44/109","Magmar",2,NULL
896,"45/109","Mantine",2,NULL
897,"46/109","Rocket's Meowth",2,NULL
898,"47/109","Rocket's Wobbuffet",2,NULL
899,"48/109","Seadra",2,NULL
900,"49/109","Skiploom",2,NULL
901,"50/109","Togepi",2,NULL
902,"51/109","Cubone",1,NULL
903,"52/109","Dratini",1,NULL
904,"53/109","Dratini",1,NULL
905,"54/109","Drowzee",1,NULL
906,"55/109","Ekans",1,NULL
907,"56/109","Grimer",1,NULL
908,"57/109","Hoppip",1,NULL
909,"58/109","Horsea",1,NULL
910,"59/109","Houndour",1,NULL
911,"60/109","Houndour",1,NULL
912,"61/109","Koffing",1,NULL
913,"62/109","Larvitar",1,NULL
914,"63/109","Larvitar",1,NULL
915,"64/109","Ledyba",1,NULL
916,"65/109","Magikarp",1,NULL
917,"66/109","Magnemite",1,NULL
918,"67/109","Mareep",1,NULL
919,"68/109","Marill",1,NULL
920,"69/109","Onix",1,NULL
921,"70/109","Psyduck",1,NULL
922,"71/109","Rattata",1,NULL
923,"72/109","Rattata",1,NULL
924,"73/109","Remoraid",1,NULL
925,"74/109","Sandshrew",1,NULL
926,"75/109","Sentret",1,NULL
927,"76/109","Slowpoke",1,NULL
928,"77/109","Slugma",1,NULL
929,"78/109","Spinarak",1,NULL
930,"79/109","Swinub",1,NULL
931,"80/109","Voltorb",1,NULL
932,"81/109","Wooper",1,NULL
933,"82/109","Zubat",1,NULL
934,"83/109","Copycat",2,NULL
935,"84/109","Pokémon Retriever",2,NULL
936,"85/109","Pow! Hand Extension",2,NULL
937,"86/109","Rocket's Admin.",2,NULL
938,"87/109","Rocket's Hideout",2,NULL
939,"88/109","Rocket's Mission",2,NULL
940,"89/109","Rocket's Poké Ball",2,NULL
941,"90/109","Rocket's Tricky Gym",2,NULL
942,"91/109","Surprise! Time Machine",2,NULL
943,"92/109","Swoop! Teleporter",2,NULL
944,"93/109","Venture Bomb",2,NULL
945,"94/109","Dark Metal Energy",2,NULL
946,"95/109","R Energy",2,NULL
947,"96/109","Rocket's Articuno ex",10,NULL
948,"97/109","Rocket's Entei ex",10,NULL
949,"98/109","Rocket's Hitmonchan ex",10,NULL
950,"99/109","Rocket's Mewtwo ex",10,NULL
951,"100/109","Rocket's Moltres ex",10,NULL
952,"101/109","Rocket's Scizor ex",10,NULL
953,"102/109","Rocket's Scyther ex",10,NULL
954,"103/109","Rocket's Sneasel ex",10,NULL
955,"104/109","Rocket's Snorlax ex",10,NULL
956,"105/109","Rocket's Suicune ex",10,NULL
957,"106/109","Rocket's Zapdos ex",10,NULL
958,"107/109","Mudkip",19,NULL
959,"108/109","Torchic",19,NULL
960,"109/109","Treecko",19,NULL
961,"1/100","Dusknoir",4,88
962,"2/100","Empoleon",4,88
963,"3/100","Infernape",4,88
964,"4/100","Lumineon",4,88
965,"5/100","Magnezone",4,88
966,"6/100","Magnezone",4,88
967,"7/100","Mismagius",4,88
968,"8/100","Raichu",4,88
969,"9/100","Regigigas",4,88
970,"10/100","Sceptile",4,88
971,"11/100","Torterra",4,88
972,"12/100","Abomasnow",3,88
973,"13/100","Bronzong",3,88
974,"14/100","Cherrim",3,88
975,"15/100","Drapion",3,88
976,"16/100","Drifblim",3,88
977,"17/100","Dusknoir",3,88
978,"18/100","Gengar",3,88
979,"19/100","Gyarados",3,88
980,"20/100","Machamp",3,88
981,"21/100","Mamoswine",3,88
982,"22/100","Rapidash",3,88
983,"23/100","Roserade",3,88
984,"24/100","Salamence",3,88
985,"25/100","Scizor",3,88
986,"26/100","Skuntank",3,88
987,"27/100","Staraptor",3,88
988,"28/100","Steelix",3,88
989,"29/100","Tangrowth",3,88
990,"30/100","Tyranitar",3,88
991,"31/100","Vespiquen",3,88
992,"32/100","Bibarel",2,88
993,"33/100","Budew",2,88
994,"34/100","Dusclops",2,88
995,"35/100","Dusclops",2,88
996,"36/100","Electrode",2,88
997,"37/100","Electrode",2,88
998,"38/100","Farfetch'd",2,88
999,"39/100","Grovyle",2,88
1000,"40/100","Haunter",2,88
1001,"41/100","Machoke",2,88
1002,"42/100","Magneton",2,88
1003,"43/100","Magneton",2,88
1004,"44/100","Miltank",2,88
1005,"45/100","Pichu",2,88
1006,"46/100","Piloswine",2,88
1007,"47/100","Pupitar",2,88
1008,"48/100","Sableye",2,88
1009,"49/100","Scyther",2,88
1010,"50/100","Shelgon",2,88
1011,"51/100","Skarmory",2,88
1012,"52/100","Staravia",2,88
1013,"53/100","Bagon",1,88
1014,"54/100","Bidoof",1,88
1015,"55/100","Bronzor",1,88
1016,"56/100","Cherubi",1,88
1017,"57/100","Combee",1,88
1018,"58/100","Drifloon",1,88
1019,"59/100","Duskull",1,88
1020,"60/100","Duskull",1,88
1021,"61/100","Finneon",1,88
1022,"62/100","Gastly",1,88
1023,"63/100","Larvitar",1,88
1024,"64/100","Machop",1,88
1025,"65/100","Magikarp",1,88
1026,"66/100","Magnemite",1,88
1027,"67/100","Magnemite",1,88
1028,"68/100","Misdreavus",1,88
1029,"69/100","Onix",1,88
1030,"70/100","Pikachu",1,88
1031,"71/100","Ponyta",1,88
1032,"72/100","Roselia",1,88
1033,"73/100","Skorupi",1,88
1034,"74/100","Snover",1,88
1035,"75/100","Starly",1,88
1036,"76/100","Stunky",1,88
1037,"77/100","Swinub",1,88
1038,"78/100","Tangela",1,88
1039,"79/100","Treecko",1,88
1040,"80/100","Voltorb",1,88
1041,"81/100","Voltorb",1,88
1042,"82/100","Conductive Quarry",2,88
1043,"83/100","Energy Link",2,88
1044,"84/100","Energy Switch",2,88
1045,"85/100","Great Ball",2,88
1046,"86/100","Luxury Ball",2,88
1047,"87/100","Marley's Request",2,88
1048,"88/100","Poké Blower +",2,88
1049,"89/100","Poké Drawer +",2,88
1050,"90/100","Poké Healer +",2,88
1051,"91/100","Premier Ball",2,88
1052,"92/100","Potion",1,88
1053,"93/100","Switch",1,88
1054,"94/100","Cyclone Energy",2,88
1055,"95/100","Warp Energy",2,88
1056,"96/100","Dusknoir LV.X",NULL,NULL
1057,"97/100","Heatran LV.X",NULL,NULL
1058,"98/100","Machamp LV.X",NULL,NULL
1059,"99/100","Raichu LV.X",NULL,NULL
1060,"100/100","Regigigas LV.X",NULL,NULL
1061,"1/97","Absol",4,NULL
1062,"2/97","Altaria",4,NULL
1063,"3/97","Crawdaunt",4,NULL
1064,"4/97","Flygon",4,NULL
1065,"5/97","Golem",4,NULL
1066,"6/97","Grumpig",4,NULL
1067,"7/97","Minun",4,NULL
1068,"8/97","Plusle",4,NULL
1069,"9/97","Roselia",4,NULL
1070,"10/97","Salamence",4,NULL
1071,"11/97","Shedinja",4,NULL
1072,"12/97","Torkoal",4,NULL
1073,"13/97","Crawdaunt",3,NULL
1074,"14/97","Dragonair",3,NULL
1075,"15/97","Flygon",3,NULL
1076,"16/97","Girafarig",3,NULL
1077,"17/97","Magneton",3,NULL
1078,"18/97","Ninjask",3,NULL
1079,"19/97","Salamence",3,NULL
1080,"20/97","Shelgon",3,NULL
1081,"21/97","Skarmory",3,NULL
1082,"22/97","Vibrava",3,NULL
1083,"23/97","Bagon",2,NULL
1084,"24/97","Camerupt",2,NULL
1085,"25/97","Combusken",2,NULL
1086,"26/97","Dratini",2,NULL
1087,"27/97","Flaaffy",2,NULL
1088,"28/97","Forretress",2,NULL
1089,"29/97","Graveler",2,NULL
1090,"30/97","Graveler",2,NULL
1091,"31/97","Grovyle",2,NULL
1092,"32/97","Gyarados",2,NULL
1093,"33/97","Horsea",2,NULL
1094,"34/97","Houndoom",2,NULL
1095,"35/97","Magneton",2,NULL
1096,"36/97","Marshtomp",2,NULL
1097,"37/97","Meditite",2,NULL
1098,"38/97","Ninjask",2,NULL
1099,"39/97","Seadra",2,NULL
1100,"40/97","Seadra",2,NULL
1101,"41/97","Shelgon",2,NULL
1102,"42/97","Shelgon",2,NULL
1103,"43/97","Shuppet",2,NULL
1104,"44/97","Snorunt",2,NULL
1105,"45/97","Swellow",2,NULL
1106,"46/97","Vibrava",2,NULL
1107,"47/97","Vibrava",2,NULL
1108,"48/97","Whiscash",2,NULL
1109,"49/97","Bagon",1,NULL
1110,"50/97","Bagon",1,NULL
1111,"51/97","Barboach",1,NULL
1112,"52/97","Corphish",1,NULL
1113,"53/97","Corphish",1,NULL
1114,"54/97","Corphish",1,NULL
1115,"55/97","Geodude",1,NULL
1116,"56/97","Geodude",1,NULL
1117,"57/97","Grimer",1,NULL
1118,"58/97","Horsea",1,NULL
1119,"59/97","Houndour",1,NULL
1120,"60/97","Magikarp",1,NULL
1121,"61/97","Magnemite",1,NULL
1122,"62/97","Magnemite",1,NULL
1123,"63/97","Magnemite",1,NULL
1124,"64/97","Mareep",1,NULL
1125,"65/97","Mudkip",1,NULL
1126,"66/97","Nincada",1,NULL
1127,"67/97","Nincada",1,NULL
1128,"68/97","Nincada",1,NULL
1129,"69/97","Numel",1,NULL
1130,"70/97","Numel",1,NULL
1131,"71/97","Pineco",1,NULL
1132,"72/97","Slugma",1,NULL
1133,"73/97","Spoink",1,NULL
1134,"74/97","Spoink",1,NULL
1135,"75/97","Swablu",1,NULL
1136,"76/97","Taillow",1,NULL
1137,"77/97","Torchic",1,NULL
1138,"78/97","Trapinch",1,NULL
1139,"79/97","Trapinch",1,NULL
1140,"80/97","Treecko",1,NULL
1141,"81/97","Wurmple",1,NULL
1142,"82/97","Balloon Berry",2,NULL
1143,"83/97","Buffer Piece",2,NULL
1144,"84/97","Energy Recycle System",2,NULL
1145,"85/97","High Pressure System",2,NULL
1146,"86/97","Low Pressure System",2,NULL
1147,"87/97","Mr. Briney's Compassion",2,NULL
1148,"88/97","TV Reporter",2,NULL
1149,"89/97","Ampharos ex",10,NULL
1150,"90/97","Dragonite ex",10,NULL
1151,"91/97","Golem ex",10,NULL
1152,"92/97","Kingdra ex",10,NULL
1153,"93/97","Latias ex",10,NULL
1154,"94/97","Latios ex",10,NULL
1155,"95/97","Magcargo ex",10,NULL
1156,"96/97","Muk ex",10,NULL
1157,"97/97","Rayquaza ex",10,NULL
1158,"98/97","Charmander",NULL,NULL
1159,"99/97","Charmeleon",NULL,NULL
1160,"100/97","Charizard",NULL,NULL
1161,"1/95","Team Aqua's Cacturne",4,NULL
1162,"2/95","Team Aqua's Crawdaunt",4,NULL
1163,"3/95","Team Aqua's Kyogre",4,NULL
1164,"4/95","Team Aqua's Manectric",4,NULL
1165,"5/95","Team Aqua's Sharpedo",4,NULL
1166,"6/95","Team Aqua's Walrein",4,NULL
1167,"7/95","Team Magma's Aggron",4,NULL
1168,"8/95","Team Magma's Claydol",4,NULL
1169,"9/95","Team Magma's Groudon",4,NULL
1170,"10/95","Team Magma's Houndoom",4,NULL
1171,"11/95","Team Magma's Rhydon",4,NULL
1172,"12/95","Team Magma's Torkoal",4,NULL
1173,"13/95","Raichu",3,NULL
1174,"14/95","Team Aqua's Crawdaunt",3,NULL
1175,"15/95","Team Aqua's Mightyena",3,NULL
1176,"16/95","Team Aqua's Sealeo",3,NULL
1177,"17/95","Team Aqua's Seviper",3,NULL
1178,"18/95","Team Aqua's Sharpedo",3,NULL
1179,"19/95","Team Magma's Camerupt",3,NULL
1180,"20/95","Team Magma's Lairon",3,NULL
1181,"21/95","Team Magma's Mightyena",3,NULL
1182,"22/95","Team Magma's Rhydon",3,NULL
1183,"23/95","Team Magma's Zangoose",3,NULL
1184,"24/95","Team Aqua's Cacnea",2,NULL
1185,"25/95","Team Aqua's Carvanha",2,NULL
1186,"26/95","Team Aqua's Corphish",2,NULL
1187,"27/95","Team Aqua's Electrike",2,NULL
1188,"28/95","Team Aqua's Lanturn",2,NULL
1189,"29/95","Team Aqua's Manectric",2,NULL
1190,"30/95","Team Aqua's Mightyena",2,NULL
1191,"31/95","Team Aqua's Sealeo",2,NULL
1192,"32/95","Team Magma's Baltoy",2,NULL
1193,"33/95","Team Magma's Claydol",2,NULL
1194,"34/95","Team Magma's Houndoom",2,NULL
1195,"35/95","Team Magma's Houndour",2,NULL
1196,"36/95","Team Magma's Lairon",2,NULL
1197,"37/95","Team Magma's Mightyena",2,NULL
1198,"38/95","Team Magma's Rhyhorn",2,NULL
1199,"39/95","Bulbasaur",1,NULL
1200,"40/95","Cubone",1,NULL
1201,"41/95","Jigglypuff",1,NULL
1202,"42/95","Meowth",1,NULL
1203,"43/95","Pikachu",1,NULL
1204,"44/95","Psyduck",1,NULL
1205,"45/95","Slowpoke",1,NULL
1206,"46/95","Squirtle",1,NULL
1207,"47/95","Team Aqua's Carvanha",1,NULL
1208,"48/95","Team Aqua's Carvanha",1,NULL
1209,"49/95","Team Aqua's Chinchou",1,NULL
1210,"50/95","Team Aqua's Corphish",1,NULL
1211,"51/95","Team Aqua's Corphish",1,NULL
1212,"52/95","Team Aqua's Electrike",1,NULL
1213,"53/95","Team Aqua's Electrike",1,NULL
1214,"54/95","Team Aqua's Poochyena",1,NULL
1215,"55/95","Team Aqua's Poochyena",1,NULL
1216,"56/95","Team Aqua's Spheal",1,NULL
1217,"57/95","Team Aqua's Spheal",1,NULL
1218,"58/95","Team Magma's Aron",1,NULL
1219,"59/95","Team Magma's Aron",1,NULL
1220,"60/95","Team Magma's Baltoy",1,NULL
1221,"61/95","Team Magma's Baltoy",1,NULL
1222,"62/95","Team Magma's Houndour",1,NULL
1223,"63/95","Team Magma's Houndour",1,NULL
1224,"64/95","Team Magma's Numel",1,NULL
1225,"65/95","Team Magma's Poochyena",1,NULL
1226,"66/95","Team Magma's Poochyena",1,NULL
1227,"67/95","Team Magma's Rhyhorn",1,NULL
1228,"68/95","Team Magma's Rhyhorn",1,NULL
1229,"69/95","Team Aqua Schemer",1,NULL
1230,"70/95","Team Magma Schemer",1,NULL
1231,"71/95","Archie",2,NULL
1232,"72/95","Dual Ball",2,NULL
1233,"73/95","Maxie",2,NULL
1234,"74/95","Strength Charm",2,NULL
1235,"75/95","Team Aqua Ball",2,NULL
1236,"76/95","Team Aqua Belt",2,NULL
1237,"77/95","Team Aqua Conspirator",2,NULL
1238,"78/95","Team Aqua Hideout",2,NULL
1239,"79/95","Team Aqua Technical Machine 01",2,NULL
1240,"80/95","Team Magma Ball",2,NULL
1241,"81/95","Team Magma Belt",2,NULL
1242,"82/95","Team Magma Conspirator",2,NULL
1243,"83/95","Team Magma Hideout",2,NULL
1244,"84/95","Team Magma Technical Machine 01",2,NULL
1245,"85/95","Warp Point",2,NULL
1246,"86/95","Aqua Energy",2,NULL
1247,"87/95","Magma Energy",2,NULL
1248,"88/95","Double Rainbow Energy",3,NULL
1249,"89/95","Blaziken ex",10,NULL
1250,"90/95","Cradily ex",10,NULL
1251,"91/95","Entei ex",10,NULL
1252,"92/95","Raikou ex",10,NULL
1253,"93/95","Sceptile ex",10,NULL
1254,"94/95","Suicune ex",10,NULL
1255,"95/95","Swampert ex",10,NULL
1256,"96/95","Absol",NULL,NULL
1257,"97/95","Jirachi",NULL,NULL
1258,"1/101","Ampharos δ",4,NULL
1259,"2/101","Feraligatr δ",4,NULL
1260,"3/101","Heracross δ",4,NULL
1261,"4/101","Meganium δ",4,NULL
1262,"5/101","Milotic δ",4,NULL
1263,"6/101","Nidoking δ",4,NULL
1264,"7/101","Nidoqueen δ",4,NULL
1265,"8/101","Ninetales δ",4,NULL
1266,"9/101","Pinsir δ",4,NULL
1267,"10/101","Snorlax δ",4,NULL
1268,"11/101","Togetic δ",4,NULL
1269,"12/101","Typhlosion δ",4,NULL
1270,"13/101","Arbok δ",3,NULL
1271,"14/101","Cloyster δ",3,NULL
1272,"15/101","Dewgong δ",3,NULL
1273,"16/101","Gligar δ",3,NULL
1274,"17/101","Jynx δ",3,NULL
1275,"18/101","Ledian δ",3,NULL
1276,"19/101","Lickitung δ",3,NULL
1277,"20/101","Mantine δ",3,NULL
1278,"21/101","Quagsire δ",3,NULL
1279,"22/101","Seadra δ",3,NULL
1280,"23/101","Tropius δ",3,NULL
1281,"24/101","Vibrava δ",3,NULL
1282,"25/101","Xatu δ",3,NULL
1283,"26/101","Bayleef δ",2,NULL
1284,"27/101","Croconaw δ",2,NULL
1285,"28/101","Dragonair δ",2,NULL
1286,"29/101","Electabuzz δ",2,NULL
1287,"30/101","Flaaffy δ",2,NULL
1288,"31/101","Horsea δ",2,NULL
1289,"32/101","Kirlia",2,NULL
1290,"33/101","Kirlia δ",2,NULL
1291,"34/101","Nidorina δ",2,NULL
1292,"35/101","Nidorino δ",2,NULL
1293,"36/101","Quilava δ",2,NULL
1294,"37/101","Seadra δ",2,NULL
1295,"38/101","Shelgon δ",2,NULL
1296,"39/101","Smeargle δ",2,NULL
1297,"40/101","Swellow δ",2,NULL
1298,"41/101","Togepi δ",2,NULL
1299,"42/101","Vibrava δ",2,NULL
1300,"43/101","Bagon δ",1,NULL
1301,"44/101","Chikorita δ",1,NULL
1302,"45/101","Cyndaquil δ",1,NULL
1303,"46/101","Dratini δ",1,NULL
1304,"47/101","Ekans δ",1,NULL
1305,"48/101","Elekid δ",1,NULL
1306,"49/101","Feebas δ",1,NULL
1307,"50/101","Horsea δ",1,NULL
1308,"51/101","Larvitar",1,NULL
1309,"52/101","Larvitar δ",1,NULL
1310,"53/101","Ledyba δ",1,NULL
1311,"54/101","Mareep δ",1,NULL
1312,"55/101","Natu δ",1,NULL
1313,"56/101","Nidoran♀ δ",1,NULL
1314,"57/101","Nidoran♂ δ",1,NULL
1315,"58/101","Pupitar",1,NULL
1316,"59/101","Pupitar δ",1,NULL
1317,"60/101","Ralts",1,NULL
1318,"61/101","Ralts δ",1,NULL
1319,"62/101","Seel δ",1,NULL
1320,"63/101","Shellder δ",1,NULL
1321,"64/101","Smoochum δ",1,NULL
1322,"65/101","Swablu δ",1,NULL
1323,"66/101","Taillow δ",1,NULL
1324,"67/101","Totodile δ",1,NULL
1325,"68/101","Trapinch δ",1,NULL
1326,"69/101","Trapinch δ",1,NULL
1327,"70/101","Vulpix δ",1,NULL
1328,"71/101","Wooper δ",1,NULL
1329,"72/101","Buffer Piece",2,NULL
1330,"73/101","Copycat",2,NULL
1331,"74/101","Holon Legacy",2,NULL
1332,"75/101","Holon Mentor",2,NULL
1333,"76/101","Island Hermit",2,NULL
1334,"77/101","Mr. Stone's Project",2,NULL
1335,"78/101","Old Rod",2,NULL
1336,"79/101","Professor Elm's Training Method",2,NULL
1337,"80/101","Professor Oak's Research",2,NULL
1338,"81/101","Strength Charm",2,NULL
1339,"82/101","TV Reporter",2,NULL
1340,"83/101","Switch",1,NULL
1341,"84/101","Holon Energy FF",3,NULL
1342,"85/101","Holon Energy GL",3,NULL
1343,"86/101","Holon Energy WP",3,NULL
1344,"87/101","Boost Energy",2,NULL
1345,"88/101","δ Rainbow Energy",2,NULL
1346,"89/101","Scramble Energy",2,NULL
1347,"90/101","Altaria ex δ",10,NULL
1348,"91/101","Dragonite ex δ",10,NULL
1349,"92/101","Flygon ex δ",10,NULL
1350,"93/101","Gardevoir ex δ",10,NULL
1351,"94/101","Kingdra ex δ",10,NULL
1352,"95/101","Latias ex δ",10,NULL
1353,"96/101","Latios ex δ",10,NULL
1354,"97/101","Rayquaza ex δ",10,NULL
1355,"98/101","Salamence ex δ",10,NULL
1356,"99/101","Tyranitar ex δ",10,NULL
1357,"100/101","Charizard",19,NULL
1358,"101/101","Mew",19,NULL
1359,"102/101","Groudon",NULL,NULL
1360,"1/112","Beedrill",4,NULL
1361,"2/112","Butterfree",4,NULL
1362,"3/112","Dewgong",4,NULL
1363,"4/112","Ditto",4,NULL
1364,"5/112","Exeggutor",4,NULL
1365,"6/112","Kangaskhan",4,NULL
1366,"7/112","Marowak",4,NULL
1367,"8/112","Nidoking",4,NULL
1368,"9/112","Nidoqueen",4,NULL
1369,"10/112","Pidgeot",4,NULL
1370,"11/112","Poliwrath",4,NULL
1371,"12/112","Raichu",4,NULL
1372,"13/112","Rapidash",4,NULL
1373,"14/112","Slowbro",4,NULL
1374,"15/112","Snorlax",4,NULL
1375,"16/112","Tauros",4,NULL
1376,"17/112","Victreebel",4,NULL
1377,"18/112","Arcanine",3,NULL
1378,"19/112","Chansey",3,NULL
1379,"20/112","Cloyster",3,NULL
1380,"21/112","Dodrio",3,NULL
1381,"22/112","Dugtrio",3,NULL
1382,"23/112","Farfetch'd",3,NULL
1383,"24/112","Fearow",3,NULL
1384,"25/112","Hypno",3,NULL
1385,"26/112","Kingler",3,NULL
1386,"27/112","Magneton",3,NULL
1387,"28/112","Primeape",3,NULL
1388,"29/112","Scyther",3,NULL
1389,"30/112","Tangela",3,NULL
1390,"31/112","Charmeleon",2,NULL
1391,"32/112","Drowzee",2,NULL
1392,"33/112","Exeggcute",2,NULL
1393,"34/112","Haunter",2,NULL
1394,"35/112","Ivysaur",2,NULL
1395,"36/112","Kakuna",2,NULL
1396,"37/112","Lickitung",2,NULL
1397,"38/112","Mankey",2,NULL
1398,"39/112","Metapod",2,NULL
1399,"40/112","Nidorina",2,NULL
1400,"41/112","Nidorino",2,NULL
1401,"42/112","Onix",2,NULL
1402,"43/112","Parasect",2,NULL
1403,"44/112","Persian",2,NULL
1404,"45/112","Pidgeotto",2,NULL
1405,"46/112","Poliwhirl",2,NULL
1406,"47/112","Porygon",2,NULL
1407,"48/112","Raticate",2,NULL
1408,"49/112","Venomoth",2,NULL
1409,"50/112","Wartortle",2,NULL
1410,"51/112","Weepinbell",2,NULL
1411,"52/112","Wigglytuff",2,NULL
1412,"53/112","Bellsprout",1,NULL
1413,"54/112","Bulbasaur",1,NULL
1414,"55/112","Bulbasaur",1,NULL
1415,"56/112","Caterpie",1,NULL
1416,"57/112","Charmander",1,NULL
1417,"58/112","Charmander",1,NULL
1418,"59/112","Clefairy",1,NULL
1419,"60/112","Cubone",1,NULL
1420,"61/112","Diglett",1,NULL
1421,"62/112","Doduo",1,NULL
1422,"63/112","Gastly",1,NULL
1423,"64/112","Growlithe",1,NULL
1424,"65/112","Jigglypuff",1,NULL
1425,"66/112","Krabby",1,NULL
1426,"67/112","Magikarp",1,NULL
1427,"68/112","Magnemite",1,NULL
1428,"69/112","Meowth",1,NULL
1429,"70/112","Nidoran♀",1,NULL
1430,"71/112","Nidoran♂",1,NULL
1431,"72/112","Paras",1,NULL
1432,"73/112","Pidgey",1,NULL
1433,"74/112","Pikachu",1,NULL
1434,"75/112","Poliwag",1,NULL
1435,"76/112","Ponyta",1,NULL
1436,"77/112","Rattata",1,NULL
1437,"78/112","Seel",1,NULL
1438,"79/112","Shellder",1,NULL
1439,"80/112","Slowpoke",1,NULL
1440,"81/112","Spearow",1,NULL
1441,"82/112","Squirtle",1,NULL
1442,"83/112","Squirtle",1,NULL
1443,"84/112","Venonat",1,NULL
1444,"85/112","Voltorb",1,NULL
1445,"86/112","Weedle",1,NULL
1446,"87/112","Bill's Maintenance",2,NULL
1447,"88/112","Celio's Network",2,NULL
1448,"89/112","Energy Removal 2",2,NULL
1449,"90/112","Energy Switch",2,NULL
1450,"91/112","EXP.ALL",2,NULL
1451,"92/112","Great Ball",2,NULL
1452,"93/112","Life Herb",2,NULL
1453,"94/112","Mt. Moon",2,NULL
1454,"95/112","Poké Ball",2,NULL
1455,"96/112","PokéDex HANDY909",2,NULL
1456,"97/112","Pokémon Reversal",2,NULL
1457,"98/112","Prof. Oak's Research",2,NULL
1458,"99/112","Super Scoop Up",2,NULL
1459,"100/112","VS Seeker",2,NULL
1460,"101/112","Potion",1,NULL
1461,"102/112","Switch",1,NULL
1462,"103/112","Multi Energy",3,NULL
